当前比赛序号,当前主队,当前客队,历史比赛序号,历史比赛结果,历史PRO_最终预测结果,历史PRO_gap,历史PRO融合模型预测结果,历史PRO融合模型_gap,历史主队,历史客队,PRO_pattern_0_1_2,PRO_pattern_1_2_3,PRO_pattern_2_3_4,ENS_pattern_0_1_2,ENS_pattern_1_2_3,ENS_pattern_2_3_4,,parity,parity(严格）,,,,,,,,,,,,,,,,,,,
87,永亚卡达,,2267,平局,主胜,0.0895,主胜,0.0181,"左边没有17-18 7-8没有
右边的：这种递增的1-4-7 1-4-7没有 （特殊情况+三个连续的）有一个1-4-7在特殊位置
7+1=8 有 17+1=18有 17+8=18+7有",8,(3)7-10,(5)6-11,(9)10-1,,,,1,1,1,,,,,,,,,,,,,,,,,,,
87,永亚卡达,,1586,客胜,主胜,0.016,主胜,0.0054,,1,(5)1-6,(5)1-6,(0)3-3,,,,,1,1,,,,,,,,,,,,,,,,,,,
87,永亚卡达,,700,主胜,主胜,0.1889,主胜,0.0756,,25,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
87,永亚卡达,,272,主胜,主胜,0.0722,主胜,0.016,,8,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
87,永亚卡达,,802,主胜,主胜,0.1713,主胜,0.0477,,21,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,843,主胜,主胜,0.3657,主胜,0.0175,"
两个0.005没有 整体大 ！！！
0.0052 有
左边的：29-36-43没有
这种0时，40-49 10-0没有（要一样大才行）

",,(0)7-7,(8)11-3,(2)11-9,,,,1,0,0,,,,,,,,,,,,,,,,,,,
88,,,748,主胜,主胜,0.438,主胜,0.0052,,,(2)1-3,(2)4-6,(2)4-6,,,,,0,0,,,,,,,,,,,,,,,,,,,
88,,,573,主胜,主胜,0.292,主胜,0.048,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
88,,,1503,主胜,主胜,0.4033,主胜,0.1016,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
88,,,2071,主胜,主胜,0.499,主胜,0.0025,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,悉尼FC,,2164,主胜,平局,0.177,主胜,0.0104,"6-6 8-8有 此时还是会有8-8 20-21
0.06-0.06-0.08 时，此时有0.01 的
13+1=6+8有",18,(11)0-11,(1)0-1,(5)1-6,,,,2,0,0,,,,,,,,,,,,,,,,,,,
89,悉尼FC,,72,平局,平局,0.0687,主胜,0.0867,,14,(5)7-12,(11)12-1,(11)12-1,,,,,0,0,,,,,,,,,,,,,,,,,,,
89,悉尼FC,,1543,主胜,平局,0.0645,主胜,0.206,,26,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
89,悉尼FC,,878,主胜,平局,0.0757,主胜,0.2114,,28,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
89,悉尼FC,,1060,平局,平局,0.1346,主胜,0.0801,,21,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"
","
",2164,主胜,平局,0.177,主胜,0.0104,"有0.01 
6-6-8-8有
整体大有
这种8-8-20-21还是有
13+8=21有
7+1=8（右侧虽然有两个8 ，但是只有一个）",18,0,0,0,1,1,0,2,0,"0.17,0.06,0.13,0.06,0.07",0,"
","
","0.01,0.08,0.08,0.20,0.21",0,"
","
",,,,,,,,,,,,
90,"
","
",72,平局,平局,0.0687,主胜,0.0867,,14,0,0,0,1,1,0,2,0,"0.17,0.06,0.13,0.06,0.07",0,"
","
","0.01,0.08,0.08,0.20,0.21",0,"
","
",,,,,,,,,,,,
90,"
","
",1060,平局,平局,0.1346,主胜,0.0801,,21,0,0,0,1,1,0,2,0,"0.17,0.06,0.13,0.06,0.07",0,"
","
","0.01,0.08,0.08,0.20,0.21",0,"
","
",,,,,,,,,,,,
90,"
","
",1543,主胜,平局,0.0645,主胜,0.206,,26,0,0,0,1,1,0,2,0,"0.17,0.06,0.13,0.06,0.07",0,"
","
","0.01,0.08,0.08,0.20,0.21",0,"
","
",,,,,,,,,,,,
90,"
","
",878,主胜,平局,0.0757,主胜,0.2114,,28,0,0,0,1,1,0,2,0,"0.17,0.06,0.13,0.06,0.07",0,"
","
","0.01,0.08,0.08,0.20,0.21",0,"
","
",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"
","
",693,客胜,客胜,0.016,客胜,0.0427,"20-20 2-2有
1+2=4没有！！
这种0时 20-8 0-11没有（要相等才行）
右边的：0-2-4没有 因为是特殊位置+连续三个
6+2=8有 20+0=20没有
4+2=6有",5,0,0,1,0,0,0,1,1,"0.01,0.06,0.20,0.08,0.20",0,"
","
","0.04,0.02,0.00,0.11,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
91,"
","
",2149,主胜,客胜,0.068,客胜,0.0299,,8,0,0,1,0,0,0,1,1,"0.01,0.06,0.20,0.08,0.20",0,"
","
","0.04,0.02,0.00,0.11,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
91,"
","
",2042,平局,客胜,0.2038,客胜,0.0045,,20,0,0,1,0,0,0,1,1,"0.01,0.06,0.20,0.08,0.20",0,"
","
","0.04,0.02,0.00,0.11,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
91,"
","
",1555,客胜,客胜,0.0843,客胜,0.1135,,19,0,0,1,0,0,0,1,1,"0.01,0.06,0.20,0.08,0.20",0,"
","
","0.04,0.02,0.00,0.11,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
91,"
","
",1537,客胜,客胜,0.2057,客胜,0.0226,,22,0,0,1,0,0,0,1,1,"0.01,0.06,0.20,0.08,0.20",0,"
","
","0.04,0.02,0.00,0.11,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,班迪马士邦,,2083,客胜,客胜,0.3768,客胜,0.0781,"39-39 2-2 有 有2-2-7-8
左边 37-39-41  39-41-43 有两种（因为有连续三个的递增 ）
两个37+2=39有（有一个） 两个39+2=41均有  39+2=39+2",44,(0)2-2,(0)2-2,(4)0-4,,,,2,0,0,,,,,,,,,,,,,,,,,,,
92,班迪马士邦,,2231,客胜,客胜,0.4198,客胜,0.047,,45,(1)2-3,(2)2-4,(6)0-6,,,,,0,0,,,,,,,,,,,,,,,,,,,
92,班迪马士邦,,2206,主胜,客胜,0.3931,客胜,0.0263,,41,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
92,班迪马士邦,,2010,客胜,客胜,0.4345,客胜,0.0814,,51,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
92,班迪马士邦,,2033,主胜,客胜,0.3935,客胜,0.02,,41,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"
","
",79,主胜,客胜,0.0817,主胜,0.0087,,8,0,0,0,2,1,0,3,1,"0.08,0.08,0.12,0.26,0.23",0,"
","
","0.00,0.02,0.06,0.02,0.13",0,"
","
",,,,,,,,,,,,
93,"
","
",1189,主胜,客胜,0.0844,主胜,0.021,"8-8 2-2 有
8+0=8没有（因为两个8在同侧，0在另外一侧）  左边两个0.08时  0.0087也没有
右边的13+0=13有
",10,0,0,0,2,1,0,3,1,"0.08,0.08,0.12,0.26,0.23",0,"
","
","0.00,0.02,0.06,0.02,0.13",0,"
","
",,,,,,,,,,,,
93,"
","
",1853,平局,客胜,0.1207,主胜,0.062,,18,0,0,0,2,1,0,3,1,"0.08,0.08,0.12,0.26,0.23",0,"
","
","0.00,0.02,0.06,0.02,0.13",0,"
","
",,,,,,,,,,,,
93,"
","
",1348,主胜,客胜,0.2642,主胜,0.0273,,28,0,0,0,2,1,0,3,1,"0.08,0.08,0.12,0.26,0.23",0,"
","
","0.00,0.02,0.06,0.02,0.13",0,"
","
",,,,,,,,,,,,
93,"
","
",185,主胜,客胜,0.2361,主胜,0.1321,,36,0,0,0,2,1,0,3,1,"0.08,0.08,0.12,0.26,0.23",0,"
","
","0.00,0.02,0.06,0.02,0.13",0,"
","
",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,曼谷联合队,,1319,主胜,主胜,0.5163,主胜,0.0025,"51+0=51 没有 （相等的在同侧，0在另外一侧） 51=51没有
3个0全部相等没有
有0.0025
左边存在两个对子时，没有（两个0.51 两个0.49）
51-51 0-0 有  49-49 0-0 有 （两个只有一个）
51+7=51+7有 51+0=51+0没有（这种形式的都没有！）",51,(4)6-2,(6)0-6,(2)0-2,,,,0,1,1,,,,,,,,,,,,,,,,,,,
94,曼谷联合队,,748,主胜,主胜,0.438,主胜,0.0052,,43,(0)0-0,(5)0-5,(3)5-2,,,,,1,1,,,,,,,,,,,,,,,,,,,
94,曼谷联合队,,2071,主胜,主胜,0.499,主胜,0.0025,,49,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
94,曼谷联合队,,1461,主胜,主胜,0.49,主胜,0.0586,,54,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
94,曼谷联合队,,1310,主胜,主胜,0.5127,主胜,0.0735,,58,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,"
",748,主胜,主胜,0.438,主胜,0.0052,"49+0=49 没有     

3个0全部相等没有
0.0052有
0-0 0-1 有
49-49 0-0有
这种0时 没有43-49  0-5（要相等才有） 没有49+0=49+0这种",43,1,0,0,1,0,1,3,1,"0.43,0.49,0.51,0.36,0.49",0,"
","
","0.00,0.00,0.00,0.01,0.05",0,"
","
",,,,,,,,,,,,
95,,"
",2071,主胜,主胜,0.499,主胜,0.0025,,49,1,0,0,1,0,1,3,1,"0.43,0.49,0.51,0.36,0.49",0,"
","
","0.00,0.00,0.00,0.01,0.05",0,"
","
",,,,,,,,,,,,
95,,"
",1319,主胜,主胜,0.5163,主胜,0.0025,,51,1,0,0,1,0,1,3,1,"0.43,0.49,0.51,0.36,0.49",0,"
","
","0.00,0.00,0.00,0.01,0.05",0,"
","
",,,,,,,,,,,,
95,,"
",843,主胜,主胜,0.3657,主胜,0.0175,,37,1,0,0,1,0,1,3,1,"0.43,0.49,0.51,0.36,0.49",0,"
","
","0.00,0.00,0.00,0.01,0.05",0,"
","
",,,,,,,,,,,,
95,,"
",1461,主胜,主胜,0.49,主胜,0.0586,,54,1,0,0,1,0,1,3,1,"0.43,0.49,0.51,0.36,0.49",0,"
","
","0.00,0.00,0.00,0.01,0.05",0,"
","
",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,泰国农业FC,,260,平局,平局,0.3177,平局,0.036,"本来就为1种
31+3=25+8 没有!!!
31-34 0-3=3  有
47没有！！31+3=34有  31+3=34+0 有（紧邻时才有的）  19+6=25有
左边的19-25-31 有 右边的0-3-6没有",34,(10)3-13,(2)15-13,(16)6-22,,,,1,1,1,,,,,,,,,,,,,,,,,,,
96,泰国农业FC,,1987,平局,平局,0.3413,平局,0.0003,,34,(1)1-2,(4)1-5,(3)5-2,,,,,1,1,,,,,,,,,,,,,,,,,,,
96,泰国农业FC,,641,平局,平局,0.4743,平局,0.0153,,48,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
96,泰国农业FC,,966,主胜,平局,0.197,平局,0.0603,,25,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
96,泰国农业FC,,792,客胜,平局,0.2517,平局,0.0898,,33,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,汉诺威96,700,主胜,主胜,0.1889,主胜,0.0756,"7+1=8有 
右边的：这种还是有递增的 虽然上面有一个1-4-7 但是另外一个1-4-7不
在特殊位置
左边的：29-36-43 单独的时候在这个特殊位置没有递增！！",25,(4)11-7,(0)7-7,(21)28-7,,,,1,1,0,,,,,,,,,,,,,,,,,,,
97,,汉诺威96,573,主胜,主胜,0.292,主胜,0.048,,33,(0)3-3,(2)1-3,(1)0-1,,,,,1,0,,,,,,,,,,,,,,,,,,,
97,,汉诺威96,843,主胜,主胜,0.3657,主胜,0.0175,,37,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,
97,,汉诺威96,748,主胜,主胜,0.438,主胜,0.0052,,43,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,
97,,汉诺威96,2267,平局,主胜,0.0895,主胜,0.0181,,9,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"
","
",700,主胜,主胜,0.1889,主胜,0.0756,"

1-1-4-4有
右边的：这种1-4-7没有（因为特殊位置+三个连续的）
7+1=8有",25,0,0,1,0,2,1,4,0,"0.18,0.08,0.29,0.17,0.36",0,"
","
","0.07,0.01,0.04,0.04,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
98,"
","
",2267,平局,主胜,0.0895,主胜,0.0181,,9,0,0,1,0,2,1,4,0,"0.18,0.08,0.29,0.17,0.36",0,"
","
","0.07,0.01,0.04,0.04,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
98,"
","
",573,主胜,主胜,0.292,主胜,0.048,,33,0,0,1,0,2,1,4,0,"0.18,0.08,0.29,0.17,0.36",0,"
","
","0.07,0.01,0.04,0.04,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
98,"
","
",802,主胜,主胜,0.1713,主胜,0.0477,,21,0,0,1,0,2,1,4,0,"0.18,0.08,0.29,0.17,0.36",0,"
","
","0.07,0.01,0.04,0.04,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
98,"
","
",843,主胜,主胜,0.3657,主胜,0.0175,,37,0,0,1,0,2,1,4,0,"0.18,0.08,0.29,0.17,0.36",0,"
","
","0.07,0.01,0.04,0.04,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,费尔格拉斯,"
",700,主胜,主胜,0.1889,主胜,0.0756,"
右边有递增时，如果能在则有整体大
右边的：这种1-4-7没有（因为特殊位置+三个连续的）",25,0,0,1,0,0,1,2,0,"0.18,0.29,0.08,0.36,0.17",0,"
","
","0.07,0.04,0.01,0.01,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
99,费尔格拉斯,"
",573,主胜,主胜,0.292,主胜,0.048,,33,0,0,1,0,0,1,2,0,"0.18,0.29,0.08,0.36,0.17",0,"
","
","0.07,0.04,0.01,0.01,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
99,费尔格拉斯,"
",2267,平局,主胜,0.0895,主胜,0.0181,,9,0,0,1,0,0,1,2,0,"0.18,0.29,0.08,0.36,0.17",0,"
","
","0.07,0.04,0.01,0.01,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
99,费尔格拉斯,"
",843,主胜,主胜,0.3657,主胜,0.0175,,37,0,0,1,0,0,1,2,0,"0.18,0.29,0.08,0.36,0.17",0,"
","
","0.07,0.04,0.01,0.01,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
99,费尔格拉斯,"
",802,主胜,主胜,0.1713,主胜,0.0477,,21,0,0,1,0,0,1,2,0,"0.18,0.29,0.08,0.36,0.17",0,"
","
","0.07,0.04,0.01,0.01,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"
","
",250,平局,主胜,0.1878,平局,0.0696,"
右边有递增时，如果能在则有整体大
8+6=14有",24,1,0,0,1,0,2,4,0,"0.18,0.06,0.14,0.12,0.23",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.06,0.07,0.13,0.16,0.08",1,0.06|0.07|0.08,0.06|0.07|0.08,"1.75,1.61,1.70,1.75,1.75",0,0,"
","3.50,3.70,3.65,3.68,3.40",0,0,,,,,
100,"
","
",2220,客胜,主胜,0.0623,平局,0.0798,,13,1,0,0,1,0,2,4,0,"0.18,0.06,0.14,0.12,0.23",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.06,0.07,0.13,0.16,0.08",1,0.06|0.07|0.08,0.06|0.07|0.08,"1.75,1.61,1.70,1.75,1.75",0,0,"
","3.50,3.70,3.65,3.68,3.40",0,0,,,,,
100,"
","
",1067,平局,主胜,0.141,平局,0.1394,,27,1,0,0,1,0,2,4,0,"0.18,0.06,0.14,0.12,0.23",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.06,0.07,0.13,0.16,0.08",1,0.06|0.07|0.08,0.06|0.07|0.08,"1.75,1.61,1.70,1.75,1.75",0,0,"
","3.50,3.70,3.65,3.68,3.40",0,0,,,,,
100,"
","
",2047,平局,主胜,0.1243,平局,0.1643,,28,1,0,0,1,0,2,4,0,"0.18,0.06,0.14,0.12,0.23",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.06,0.07,0.13,0.16,0.08",1,0.06|0.07|0.08,0.06|0.07|0.08,"1.75,1.61,1.70,1.75,1.75",0,0,"
","3.50,3.70,3.65,3.68,3.40",0,0,,,,,
100,"
","
",1120,主胜,主胜,0.2393,平局,0.0841,,31,1,0,0,1,0,2,4,0,"0.18,0.06,0.14,0.12,0.23",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.06,0.07,0.13,0.16,0.08",1,0.06|0.07|0.08,0.06|0.07|0.08,"1.75,1.61,1.70,1.75,1.75",0,0,"
","3.50,3.70,3.65,3.68,3.40",0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,杜塞尔多夫,,966,主胜,平局,0.197,平局,0.0603,"这种有 31-34  0-3；  25-34 0-8没有（要相同才行）
这种3-8-13、0-3-6有两种
19+6=25 31+3=34 两个都有  31+3=34+0没有
左边的19-25-31没有（非0的三个连续的） 右边的这种两个递增都有",25,(0)6-6,(4)2-6,(7)2-9,,,,0,1,0,,,,,,,,,,,,,,,,,,,
101,杜塞尔多夫,,260,平局,平局,0.3177,平局,0.036,,34,(1)3-2,(0)5-5,(3)8-5,,,,,1,0,,,,,,,,,,,,,,,,,,,
101,杜塞尔多夫,,792,客胜,平局,0.2517,平局,0.0898,,33,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,
101,杜塞尔多夫,,1847,平局,平局,0.238,平局,0.1381,,36,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,
101,杜塞尔多夫,,1987,平局,平局,0.3413,平局,0.0003,,34,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,2083,客胜,客胜,0.3768,客胜,0.0781,"37+7=41+4没 有
37+4=41 有  
30+11=41有
39+2=41有  30+11=39+2有
7+4=11 有 37+4=30+11有 37+4=39+2有",44,(2)5-7,(4)5-9,(7)9-2,,,,2,0,0,,,,,,,,,,,,,,,,,,,
102,,,358,客胜,客胜,0.2556,客胜,0.1762,,42,(2)4-6,(3)9-6,(5)2-7,,,,,0,0,,,,,,,,,,,,,,,,,,,
102,,,1809,平局,客胜,0.3063,客胜,0.1151,,41,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
102,,,2206,主胜,客胜,0.3931,客胜,0.0263,,41,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
102,,,2231,客胜,客胜,0.4198,客胜,0.047,,45,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,258,主胜,平局,0.3342,客胜,0.1316,"右边的12-13-14    6-13-20为两种
14+14=28有！！整体大有",46,(5)12-7,(10)11-1,(1)1-2,,,,0,0,0,,,,,,,,,,,,,,,,,,,
103,,,14,客胜,平局,0.1469,客胜,0.1402,,28,(0)1-1,(4)2-6,(2)6-8,,,,,0,0,,,,,,,,,,,,,,,,,,,
103,,,2104,客胜,平局,0.2617,客胜,0.1278,,38,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
103,,,1958,客胜,平局,0.2555,客胜,0.2,,45,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
103,,,1895,客胜,平局,0.2832,客胜,0.0619,,34,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,250,平局,主胜,0.1878,平局,0.0696,6+17=23有,24,(4)8-4,(1)8-9,(3)6-3,,,,1,1,1,,,,,,,,,,,,,,,,,,,
104,,,2220,客胜,主胜,0.0623,平局,0.0798,,13,(5)1-6,(4)1-5,(1)5-4,,,,,1,1,,,,,,,,,,,,,,,,,,,
104,,,1067,平局,主胜,0.141,平局,0.1394,,27,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
104,,,1120,主胜,主胜,0.2393,平局,0.0841,,31,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
104,,,1291,平局,主胜,0.2057,平局,0.1785,,37,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,新塔尔格,2083,客胜,客胜,0.3768,客胜,0.0781,"这种37+7=43没有
三个43没有
43-43 8-8有 
43+8=43+8有 37+9=46有
右边有这种的7-8 8-9
右边没有这 种递增的7-8-9
右边有这种递增 7-8-9",44,(3)6-3,(3)0-3,(3)0-3,,,,2,1,1,,,,,,,,,,,,,,,,,,,
105,,新塔尔格,2010,客胜,客胜,0.4345,客胜,0.0814,,51,(3)1-4,(4)0-4,(2)1-3,,,,,1,1,,,,,,,,,,,,,,,,,,,
105,,新塔尔格,1231,客胜,客胜,0.4637,客胜,0.1235,,58,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
105,,新塔尔格,2207,客胜,客胜,0.4389,客胜,0.0866,,51,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
105,,新塔尔格,1315,客胜,客胜,0.4366,客胜,0.0919,,52,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"
","
",2138,客胜,客胜,0.1839,平局,0.0028,"

三个相等没有
 这种34-34-0-0有！！
这种0时 没有34-17 0-18（因为不相等）！！
三个34+0之间彼此可能都没有
6+0=6没有",18,1,0,1,0,0,0,2,0,"0.18,0.34,0.17,0.34,0.34",0,"
","
","0.00,0.00,0.18,0.00,0.06",,,,,,,,,,,,,,,
106,"
","
",1266,平局,客胜,0.3458,平局,0.0073,,34,1,0,1,0,0,0,2,0,"0.18,0.34,0.17,0.34,0.34",0,"
","
","0.00,0.00,0.18,0.00,0.06",,,,,,,,,,,,,,,
106,"
","
",1630,平局,客胜,0.1756,平局,0.1867,,35,1,0,1,0,0,0,2,0,"0.18,0.34,0.17,0.34,0.34",0,"
","
","0.00,0.00,0.18,0.00,0.06",,,,,,,,,,,,,,,
106,"
","
",310,平局,客胜,0.3459,平局,0.0026,,34,1,0,1,0,0,0,2,0,"0.18,0.34,0.17,0.34,0.34",0,"
","
","0.00,0.00,0.18,0.00,0.06",,,,,,,,,,,,,,,
106,"
","
",311,平局,客胜,0.3475,平局,0.0637,,40,1,0,1,0,0,0,2,0,"0.18,0.34,0.17,0.34,0.34",0,"
","
","0.00,0.00,0.18,0.00,0.06",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"
","
",1366,客胜,客胜,0.4858,平局,0.0009,"
依然是一种 这三个相等的类型没有
左边存在两个相等时 没有（两个0.48  两个0.34）
 两个34=0 有 两个48-0有（这两个只有一个）
0-0 4-5 有一个
这种0时，没有48-42 0-5（要相等才行）",48,1,0,0,2,0,2,5,1,"0.48,0.42,0.34,0.48,0.34",0,"
","
","0.00,0.05,0.00,0.04,0.00",0,"
","
",,,,,,,,,,,,
107,"
","
",1655,客胜,客胜,0.423,平局,0.0569,,47,1,0,0,2,0,2,5,1,"0.48,0.42,0.34,0.48,0.34",0,"
","
","0.00,0.05,0.00,0.04,0.00",0,"
","
",,,,,,,,,,,,
107,"
","
",1266,平局,客胜,0.3458,平局,0.0073,,34,1,0,0,2,0,2,5,1,"0.48,0.42,0.34,0.48,0.34",0,"
","
","0.00,0.05,0.00,0.04,0.00",0,"
","
",,,,,,,,,,,,
107,"
","
",428,客胜,客胜,0.4889,平局,0.0406,,52,1,0,0,2,0,2,5,1,"0.48,0.42,0.34,0.48,0.34",0,"
","
","0.00,0.05,0.00,0.04,0.00",0,"
","
",,,,,,,,,,,,
107,"
","
",310,平局,客胜,0.3459,平局,0.0026,,34,1,0,0,2,0,2,5,1,"0.48,0.42,0.34,0.48,0.34",0,"
","
","0.00,0.05,0.00,0.04,0.00",0,"
","
",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"
","
",1266,平局,客胜,0.3458,平局,0.0073,"

有34-34 -0-0
0-0 5-6有一个
这种3个0时，没有0-5 42-48!!（要相等才行）",34,1,0,0,2,0,0,3,1,"0.34,0.42,0.34,0.34,0.48",0,"
","
","0.00,0.05,0.00,0.06,0.00",0,"
","
","1.90,1.91,1.85,1.79,1.95",1,2,,,,,,,,,
108,"
","
",1655,客胜,客胜,0.423,平局,0.0569,,47,1,0,0,2,0,0,3,1,"0.34,0.42,0.34,0.34,0.48",0,"
","
","0.00,0.05,0.00,0.06,0.00",0,"
","
","1.90,1.91,1.85,1.79,1.95",1,2,,,,,,,,,
108,"
","
",310,平局,客胜,0.3459,平局,0.0026,,34,1,0,0,2,0,0,3,1,"0.34,0.42,0.34,0.34,0.48",0,"
","
","0.00,0.05,0.00,0.06,0.00",0,"
","
","1.90,1.91,1.85,1.79,1.95",1,2,,,,,,,,,
108,"
","
",311,平局,客胜,0.3475,平局,0.0637,,40,1,0,0,2,0,0,3,1,"0.34,0.42,0.34,0.34,0.48",0,"
","
","0.00,0.05,0.00,0.06,0.00",0,"
","
","1.90,1.91,1.85,1.79,1.95",1,2,,,,,,,,,
108,"
","
",1366,客胜,客胜,0.4858,平局,0.0009,,48,1,0,0,2,0,0,3,1,"0.34,0.42,0.34,0.34,0.48",0,"
","
","0.00,0.05,0.00,0.06,0.00",0,"
","
","1.90,1.91,1.85,1.79,1.95",1,2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"
","
",2042,平局,客胜,0.2038,客胜,0.0045,"左边两个20 右边两个0.02  有
这种18=18没有
18+0=18有（两个18分布在两边）
18+2=20没有  20+0=20没有
这种0-2-4  0-2-4没有（因为是三个连续）",20,1,0,0,0,0,0,1,1,"0.20,0.06,0.01,0.20,0.18",0,"
","
","0.00,0.02,0.04,0.02,0.18",1,0.00|0.02|0.04,0.00|0.02|0.04,"3.20,3.20,3.15,3.02,2.90",0,0,"
","3.10,3.20,3.15,2.87,3.10",1,2,,,,,
