比赛编号,PRO_pattern_0_1_2,PRO_pattern_1_2_3,PRO_pattern_2_3_4,ENS_pattern_0_1_2,ENS_pattern_1_2_3,ENS_pattern_2_3_4,比赛结果
1445,(2)0-2,(2)0-2,(6)0-6,(4)0-4,(3)4-1,(0)1-1,平局
1446,(0)2-2,(2)0-2,(5)0-5,(1)2-3,(5)0-5,(1)0-1,客胜
1447,(0)0-0,(0)0-0,(2)0-2,(2)3-1,(1)3-2,(5)0-5,平局
1448,(3)4-1,(0)1-1,(1)0-1,(3)4-1,(0)2-2,(0)2-2,主胜
1449,(1)4-5,(1)4-5,(3)4-1,(2)0-2,(0)1-1,(0)1-1,客胜
1450,(1)2-1,(1)0-1,(2)1-3,(1)3-2,(3)2-5,(2)0-2,主胜
1451,(2)0-2,(1)2-1,(1)2-3,(5)0-5,(1)2-3,(2)1-3,主胜
1452,(0)2-2,(4)0-4,(0)0-0,(1)2-1,(1)2-1,(1)1-2,客胜
1453,(4)3-7,(4)10-6,(4)5-1,(3)0-3,(1)1-2,(1)1-2,平局
1454,(2)0-2,(1)2-1,(3)0-3,(1)0-1,(1)0-1,(1)0-1,客胜
1455,(6)7-1,(5)8-3,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
1456,(4)0-4,(4)0-4,(1)4-5,(2)0-2,(1)0-1,(0)1-1,客胜
1457,(2)2-4,(3)6-3,(2)3-1,(2)0-2,(0)1-1,(0)1-1,主胜
1458,(4)6-2,(0)6-6,(0)6-6,(3)6-3,(8)1-9,(10)1-11,平局
1459,(0)3-3,(4)5-1,(2)5-7,(3)0-3,(14)0-14,(10)2-12,主胜
1460,(4)1-5,(1)3-2,(1)3-4,(0)0-0,(1)0-1,(1)0-1,主胜
1461,(6)7-1,(3)8-5,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
1462,(2)4-2,(0)2-2,(2)1-3,(1)0-1,(1)0-1,(1)0-1,主胜
1463,(1)1-2,(1)0-1,(1)0-1,(4)0-4,(4)0-4,(2)3-1,平局
1464,(6)7-1,(3)8-5,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
1465,(3)1-4,(1)5-4,(5)0-5,(3)0-3,(1)2-1,(1)0-1,客胜
1466,(8)13-5,(17)18-1,(1)0-1,(4)1-5,(1)0-1,(6)0-6,客胜
1467,(3)2-5,(0)2-2,(4)2-6,(1)5-6,(5)3-8,(2)6-8,平局
1468,(0)2-2,(2)0-2,(0)2-2,(0)2-2,(2)0-2,(3)0-3,平局
1469,(3)0-3,(1)4-3,(6)1-7,(1)2-1,(1)2-1,(5)2-7,客胜
1470,(4)0-4,(5)0-5,(1)2-3,(2)0-2,(1)0-1,(0)1-1,客胜
1471,(7)9-2,(3)4-7,(4)4-8,(1)2-3,(3)0-3,(2)5-3,主胜
1472,(1)4-3,(2)1-3,(6)10-4,(2)5-3,(4)8-4,(2)4-2,主胜
1473,(0)1-1,(3)5-2,(3)5-2,(6)1-7,(2)1-3,(1)2-3,客胜
1474,(0)0-0,(2)0-2,(1)2-1,(1)0-1,(1)0-1,(1)0-1,客胜
1475,(1)1-2,(1)0-1,(8)0-8,(6)2-8,(10)0-10,(7)0-7,主胜
1476,(1)1-2,(1)0-1,(8)0-8,(6)2-8,(10)0-10,(7)0-7,主胜
1477,(2)5-3,(2)3-5,(6)8-2,(5)1-6,(0)1-1,(1)0-1,客胜
1478,(1)4-5,(8)9-1,(6)8-2,(1)1-2,(0)1-1,(1)0-1,客胜
1479,(3)4-1,(1)2-3,(1)2-3,(1)2-1,(0)1-1,(0)1-1,客胜
1480,(0)1-1,(0)2-2,(3)4-1,(2)0-2,(1)2-3,(3)1-4,平局
1481,(1)2-1,(0)3-3,(0)3-3,(2)0-2,(2)0-2,(3)0-3,主胜
1482,(3)0-3,(1)0-1,(6)7-1,(1)0-1,(1)0-1,(0)1-1,主胜
1483,(1)4-5,(4)1-5,(6)1-7,(1)2-3,(3)5-2,(7)0-7,主胜
1484,(0)2-2,(2)0-2,(4)2-6,(0)2-2,(2)0-2,(2)0-2,平局
1485,(1)4-5,(3)5-2,(5)7-2,(1)2-3,(2)0-2,(10)2-12,主胜
1486,(1)0-1,(0)1-1,(1)2-1,(0)1-1,(1)0-1,(3)0-3,客胜
1487,(1)3-4,(2)1-3,(1)1-2,(1)3-4,(4)8-4,(3)8-5,主胜
1488,(4)0-4,(5)0-5,(1)2-3,(2)0-2,(1)0-1,(0)1-1,客胜
1489,(2)6-4,(3)4-1,(1)2-3,(1)0-1,(1)0-1,(1)0-1,平局
1490,(1)4-5,(3)4-7,(6)1-7,(1)2-3,(3)0-3,(7)0-7,主胜
1491,(5)1-6,(1)6-7,(1)6-7,(1)3-2,(4)1-5,(6)0-6,主胜
1492,(3)1-4,(8)1-9,(8)1-9,(3)0-3,(1)1-2,(2)0-2,客胜
1493,(1)4-5,(9)0-9,(1)5-4,(2)0-2,(2)0-2,(1)2-1,客胜
1494,(4)5-1,(6)0-6,(0)0-0,(12)1-13,(14)0-14,(10)0-10,客胜
1495,(5)1-6,(2)4-2,(2)4-2,(2)1-3,(2)1-3,(2)1-3,客胜
1496,(8)10-2,(3)5-2,(3)10-7,(3)6-3,(8)9-1,(1)0-1,主胜
1497,(1)2-1,(0)1-1,(0)1-1,(1)2-3,(1)3-2,(1)2-1,平局
1498,(3)0-3,(3)0-3,(1)1-2,(4)5-1,(4)5-1,(4)5-1,客胜
1499,(0)1-1,(1)0-1,(0)1-1,(1)2-1,(0)2-2,(1)3-2,主胜
1500,(5)0-5,(7)0-7,(4)7-3,(0)1-1,(1)1-2,(1)2-1,主胜
1501,(3)4-1,(2)1-3,(4)7-3,(4)6-2,(7)1-8,(9)1-10,客胜
1502,(6)7-1,(3)8-5,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
1503,(0)7-7,(0)7-7,(1)6-7,(2)1-3,(4)0-4,(6)0-6,主胜
1504,(5)1-6,(1)7-6,(6)7-1,(9)12-3,(3)0-3,(8)11-3,主胜
1505,(5)5-10,(5)5-10,(8)2-10,(3)6-3,(5)2-7,(10)2-12,主胜
1506,(5)1-6,(5)1-6,(3)2-5,(0)0-0,(1)0-1,(0)1-1,平局
1507,(1)2-1,(3)0-3,(0)3-3,(2)0-2,(1)2-3,(3)0-3,主胜
1508,(5)1-6,(5)6-1,(6)7-1,(9)12-3,(9)12-3,(8)11-3,主胜
1509,(1)6-5,(11)0-11,(7)2-9,(0)3-3,(4)6-2,(4)6-2,主胜
1510,(2)1-3,(4)3-7,(5)6-1,(4)6-2,(0)1-1,(1)1-2,客胜
1511,(2)3-1,(1)0-1,(3)0-3,(4)0-4,(6)0-6,(4)5-1,平局
1512,(5)0-5,(5)5-10,(9)1-10,(1)4-3,(5)2-7,(4)6-2,主胜
1513,(9)11-2,(10)11-1,(1)1-2,(0)3-3,(2)1-3,(1)0-1,平局
1514,(6)2-8,(6)1-7,(10)1-11,(6)7-1,(9)10-1,(5)8-3,平局
1515,(6)0-6,(2)2-4,(2)4-2,(1)0-1,(1)0-1,(1)0-1,主胜
1516,(3)1-4,(8)1-9,(7)1-8,(3)0-3,(1)1-2,(1)2-1,客胜
1517,(3)3-6,(2)3-1,(1)4-5,(0)5-5,(4)7-3,(4)7-3,主胜
1518,(4)5-9,(12)2-14,(12)16-4,(2)5-7,(1)5-6,(1)6-5,平局
1519,(1)2-1,(2)5-3,(6)7-1,(1)3-2,(1)3-2,(3)4-1,主胜
1520,(2)0-2,(2)0-2,(0)2-2,(1)3-2,(1)2-1,(1)2-1,客胜
1521,(0)2-2,(2)4-2,(2)4-6,(1)0-1,(1)0-1,(1)0-1,主胜
1522,(9)1-10,(4)3-7,(5)6-1,(5)6-1,(0)1-1,(1)1-2,客胜
1523,(0)4-4,(6)10-4,(8)10-2,(0)0-0,(0)0-0,(1)0-1,主胜
1524,(2)6-8,(10)12-2,(8)10-2,(0)0-0,(1)0-1,(1)0-1,主胜
1525,(0)1-1,(1)2-1,(3)4-1,(2)0-2,(0)1-1,(3)1-4,平局
1526,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
1527,(9)1-10,(10)0-10,(1)0-1,(7)0-7,(5)6-1,(1)0-1,客胜
1528,(3)4-1,(3)4-1,(10)11-1,(9)12-3,(1)8-7,(2)3-5,主胜
1529,(2)1-3,(2)3-1,(3)4-1,(0)4-4,(0)2-2,(1)2-1,平局
1530,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
1531,(2)0-2,(0)2-2,(0)1-1,(0)1-1,(2)3-1,(4)0-4,客胜
1532,(2)0-2,(12)14-2,(14)15-1,(2)0-2,(2)0-2,(2)0-2,客胜
1533,(3)4-1,(10)11-1,(12)0-12,(7)0-7,(7)0-7,(12)0-12,主胜
1534,(8)0-8,(4)8-4,(12)0-12,(1)0-1,(0)1-1,(0)1-1,客胜
1535,(2)0-2,(2)0-2,(3)5-2,(3)5-2,(7)0-7,(7)0-7,主胜
1536,(0)1-1,(0)1-1,(0)1-1,(6)7-1,(1)2-1,(1)3-2,平局
1537,(14)0-14,(12)14-2,(14)15-1,(2)0-2,(2)0-2,(2)0-2,客胜
1538,(1)3-2,(3)4-1,(1)2-1,(0)1-1,(1)0-1,(2)1-3,客胜
1539,(5)0-5,(6)0-6,(5)6-1,(3)1-4,(1)0-1,(0)1-1,客胜
1540,(3)1-4,(1)0-1,(0)1-1,(3)0-3,(1)1-2,(1)2-1,客胜
1541,(1)1-2,(1)0-1,(8)0-8,(6)2-8,(10)0-10,(7)0-7,主胜
1542,(0)1-1,(0)1-1,(0)1-1,(6)7-1,(1)2-1,(1)3-2,平局
1543,(1)0-1,(5)1-6,(2)4-2,(11)12-1,(11)12-1,(1)6-7,主胜
1544,(4)6-2,(0)2-2,(1)3-4,(0)0-0,(1)0-1,(1)0-1,主胜
1545,(3)1-4,(3)2-5,(1)4-3,(3)0-3,(4)0-4,(4)0-4,客胜
1546,(2)2-4,(0)3-3,(1)3-4,(0)2-2,(5)2-7,(3)10-7,客胜
1547,(10)3-13,(4)10-6,(4)10-6,(1)1-2,(1)1-2,(3)0-3,平局
1548,(0)4-4,(6)10-4,(6)2-8,(0)0-0,(0)0-0,(5)0-5,主胜
1549,(2)0-2,(7)2-9,(8)1-9,(2)0-2,(0)1-1,(0)1-1,客胜
1550,(1)1-2,(1)0-1,(8)0-8,(6)2-8,(10)0-10,(5)0-5,主胜
1551,(3)5-2,(3)4-7,(1)4-5,(2)0-2,(3)0-3,(4)7-3,主胜
1552,(7)9-2,(7)8-1,(8)0-8,(1)2-3,(0)5-5,(5)0-5,主胜
1553,(1)0-1,(0)1-1,(6)7-1,(1)0-1,(0)1-1,(0)1-1,平局
1554,(7)9-2,(7)8-1,(8)0-8,(1)2-3,(0)5-5,(5)0-5,主胜
1555,(3)5-2,(10)2-12,(12)0-12,(5)2-7,(7)2-9,(7)2-9,客胜
1556,(10)1-11,(0)1-1,(15)2-17,(3)0-3,(0)3-3,(3)0-3,客胜
1557,(0)0-0,(6)0-6,(4)6-2,(2)0-2,(0)2-2,(1)1-2,主胜
1558,(2)5-3,(1)4-3,(5)2-7,(5)1-6,(1)0-1,(1)0-1,客胜
1559,(0)4-4,(0)4-4,(2)3-1,(4)0-4,(4)0-4,(0)0-0,平局
1560,(3)5-2,(3)1-4,(2)4-2,(3)0-3,(1)0-1,(0)1-1,客胜
1561,(2)0-2,(0)2-2,(3)2-5,(2)0-2,(1)2-3,(3)1-4,客胜
1562,(0)1-1,(0)2-2,(1)3-2,(6)7-1,(5)6-1,(4)5-1,平局
1563,(0)1-1,(1)1-2,(3)0-3,(1)0-1,(1)1-2,(1)2-1,客胜
1564,(1)4-5,(3)5-2,(5)2-7,(1)2-3,(2)0-2,(12)0-12,主胜
1565,(2)5-3,(2)5-3,(6)1-7,(5)1-6,(3)3-6,(5)2-7,客胜
1566,(1)2-1,(10)2-12,(10)11-1,(3)0-3,(1)0-1,(2)3-1,客胜
1567,(3)5-8,(0)4-4,(2)1-3,(6)9-3,(1)4-3,(4)8-4,主胜
1568,(1)4-5,(3)5-2,(1)4-3,(1)2-3,(2)0-2,(8)0-8,主胜
1569,(10)14-4,(2)2-4,(2)0-2,(4)0-4,(3)4-1,(1)2-1,平局
1570,(1)4-3,(3)0-3,(2)3-1,(0)1-1,(1)0-1,(0)1-1,主胜
1571,(1)3-4,(4)0-4,(4)0-4,(4)0-4,(2)3-1,(1)0-1,平局
1572,(1)2-1,(0)3-3,(4)1-5,(3)4-7,(5)2-7,(2)0-2,客胜
1573,(1)2-1,(0)3-3,(4)1-5,(3)4-7,(5)2-7,(2)0-2,客胜
1574,(2)0-2,(2)0-2,(2)0-2,(4)0-4,(4)0-4,(2)3-1,平局
1575,(10)11-1,(2)7-5,(0)5-5,(6)3-9,(6)9-3,(5)8-3,主胜
1576,(1)0-1,(1)2-1,(1)1-2,(3)4-1,(0)4-4,(3)1-4,主胜
1577,(4)0-4,(0)2-2,(2)4-2,(2)0-2,(0)2-2,(1)4-3,客胜
1578,(7)9-2,(3)4-7,(1)4-5,(1)2-3,(3)0-3,(4)7-3,主胜
1579,(3)4-1,(3)7-4,(2)11-13,(7)0-7,(7)0-7,(6)7-1,主胜
1580,(3)2-5,(7)0-7,(4)0-4,(0)1-1,(1)1-2,(2)4-2,主胜
1581,(1)4-3,(6)7-1,(2)3-1,(8)1-9,(5)1-6,(5)6-1,主胜
1582,(0)1-1,(10)12-2,(11)3-14,(2)0-2,(1)1-2,(1)1-2,平局
1583,(4)0-4,(2)0-2,(0)2-2,(0)2-2,(1)2-1,(3)0-3,平局
1584,(5)0-5,(6)0-6,(5)6-1,(3)1-4,(1)0-1,(0)1-1,客胜
1585,(0)1-1,(0)1-1,(2)0-2,(6)7-1,(1)2-1,(0)3-3,平局
1586,(5)6-1,(2)1-3,(2)4-6,(1)0-1,(4)0-4,(2)3-1,客胜
1587,(7)9-2,(3)5-2,(1)4-3,(1)2-3,(2)0-2,(8)0-8,主胜
1588,(0)2-2,(10)12-2,(9)14-5,(6)3-9,(6)9-3,(7)2-9,主胜
1589,(3)1-4,(1)0-1,(0)0-0,(2)0-2,(2)0-2,(1)0-1,客胜
1590,(1)2-1,(1)0-1,(1)2-1,(1)3-2,(3)2-5,(2)0-2,主胜
1591,(4)5-1,(9)10-1,(7)9-2,(0)1-1,(0)1-1,(1)2-1,客胜
1592,(2)0-2,(1)2-1,(1)1-2,(2)0-2,(0)1-1,(0)1-1,主胜
1593,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1594,(1)2-3,(1)2-3,(3)5-2,(2)3-5,(2)5-3,(3)4-1,平局
1595,(3)0-3,(3)3-6,(0)3-3,(8)0-8,(8)0-8,(4)6-2,主胜
1596,(0)1-1,(1)1-2,(5)1-6,(2)0-2,(1)0-1,(1)0-1,平局
1597,(1)2-1,(1)0-1,(6)7-1,(1)3-2,(3)2-5,(3)2-5,主胜
1598,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1599,(3)6-3,(7)8-1,(6)2-8,(2)3-5,(5)8-3,(1)3-2,平局
1600,(1)1-2,(0)1-1,(2)0-2,(3)5-2,(1)2-1,(0)3-3,平局
1601,(0)2-2,(2)0-2,(4)0-4,(1)2-3,(2)0-2,(6)0-6,客胜
1602,(1)4-3,(5)4-9,(1)4-5,(8)1-9,(1)4-5,(1)2-3,主胜
1603,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
1604,(7)9-2,(3)4-7,(2)3-1,(1)2-3,(3)0-3,(4)7-3,主胜
1605,(10)11-1,(4)8-4,(1)8-9,(6)0-6,(6)0-6,(6)0-6,客胜
1606,(2)1-3,(4)3-7,(5)6-1,(4)6-2,(0)1-1,(1)1-2,客胜
1607,(2)4-2,(0)2-2,(2)1-3,(1)0-1,(1)0-1,(1)0-1,主胜
1608,(4)0-4,(2)2-4,(0)1-1,(3)0-3,(1)1-2,(2)1-3,客胜
1609,(4)6-2,(2)4-2,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1610,(0)4-4,(6)7-1,(2)3-1,(3)6-3,(5)1-6,(5)6-1,主胜
1611,(2)0-2,(1)0-1,(0)1-1,(1)0-1,(1)1-2,(2)0-2,客胜
1612,(4)5-9,(12)2-14,(10)3-13,(2)5-7,(1)5-6,(10)11-1,客胜
1613,(2)4-2,(0)2-2,(2)1-3,(1)0-1,(1)0-1,(1)0-1,主胜
1614,(2)0-2,(2)0-2,(1)2-1,(3)5-2,(7)0-7,(2)0-2,主胜
1615,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1616,(4)6-2,(0)2-2,(8)10-2,(1)0-1,(1)0-1,(1)0-1,主胜
1617,(0)9-9,(5)14-9,(21)23-2,(0)6-6,(4)4-8,(3)1-4,平局
1618,(6)0-6,(0)0-0,(2)0-2,(0)1-1,(1)0-1,(1)0-1,客胜
1619,(9)0-9,(2)7-9,(10)3-13,(4)1-5,(3)6-3,(3)3-6,客胜
1620,(10)0-10,(5)0-5,(3)4-1,(2)2-4,(1)4-3,(1)8-7,主胜
1621,(4)5-1,(4)5-1,(3)5-2,(0)4-4,(1)5-4,(1)2-3,客胜
1622,(1)2-1,(1)3-4,(4)0-4,(1)3-2,(2)3-1,(2)4-2,主胜
1623,(0)1-1,(1)1-2,(3)6-3,(8)3-11,(2)8-6,(4)6-2,客胜
1624,(2)4-2,(4)6-2,(4)5-1,(3)7-4,(9)10-1,(5)10-5,平局
1625,(3)3-6,(5)3-8,(5)8-3,(6)9-3,(5)8-3,(4)4-8,主胜
1626,(2)2-4,(4)2-6,(8)2-10,(5)0-5,(1)0-1,(1)0-1,主胜
1627,(1)2-1,(1)1-2,(3)0-3,(3)4-1,(4)0-4,(2)3-1,平局
1628,(7)9-2,(3)5-2,(1)4-3,(1)2-3,(2)0-2,(8)0-8,主胜
1629,(10)14-4,(4)0-4,(2)0-2,(4)0-4,(0)2-2,(1)2-1,平局
1630,(9)0-9,(9)0-9,(7)9-2,(1)0-1,(9)0-9,(3)6-3,平局
1631,(10)3-13,(1)7-6,(0)3-3,(1)1-2,(8)1-9,(1)5-4,平局
1632,(7)9-2,(3)5-2,(1)4-3,(1)2-3,(2)0-2,(4)0-4,主胜
1633,(3)1-4,(2)2-4,(5)2-7,(5)1-6,(0)1-1,(1)0-1,客胜
1634,(1)4-3,(8)11-3,(8)11-3,(8)1-9,(2)4-6,(2)4-2,主胜
1635,(0)3-3,(4)5-1,(2)3-1,(3)0-3,(14)0-14,(10)4-14,主胜
1636,(0)1-1,(2)2-4,(1)4-3,(6)1-7,(0)1-1,(1)0-1,客胜
1637,(5)7-2,(4)6-2,(8)0-8,(0)0-0,(0)0-0,(0)0-0,平局
1638,(3)1-4,(1)0-1,(0)1-1,(3)0-3,(1)1-2,(1)2-1,客胜
1639,(12)0-12,(8)10-2,(7)10-3,(7)2-9,(2)9-7,(2)9-7,客胜
1640,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
1641,(2)1-3,(0)3-3,(2)2-4,(2)0-2,(3)0-3,(1)3-2,主胜
1642,(3)1-4,(3)1-4,(3)4-1,(3)0-3,(1)1-2,(0)1-1,客胜
1643,(2)0-2,(5)7-2,(7)8-1,(0)0-0,(0)0-0,(1)0-1,平局
1644,(2)0-2,(2)0-2,(8)0-8,(5)0-5,(7)0-7,(7)0-7,主胜
1645,(1)0-1,(4)1-5,(4)6-2,(10)0-10,(1)0-1,(2)3-1,平局
1646,(0)0-0,(0)0-0,(7)0-7,(2)3-1,(1)3-2,(5)0-5,平局
1647,(6)0-6,(2)0-2,(0)1-1,(5)0-5,(3)1-4,(4)0-4,主胜
1648,(0)1-1,(1)2-1,(1)1-2,(2)0-2,(0)1-1,(1)2-1,平局
1649,(0)4-4,(6)10-4,(6)2-8,(0)0-0,(0)0-0,(5)0-5,主胜
1650,(3)1-4,(2)2-4,(3)5-2,(5)1-6,(0)1-1,(2)1-3,客胜
1651,(3)0-3,(2)5-3,(4)6-2,(1)2-1,(3)3-6,(9)0-9,客胜
1652,(3)1-4,(1)0-1,(0)1-1,(3)0-3,(1)1-2,(1)2-1,客胜
1653,(0)1-1,(0)1-1,(0)1-1,(1)0-1,(1)0-1,(1)0-1,主胜
1654,(0)2-2,(2)4-2,(1)4-5,(1)0-1,(1)0-1,(2)0-2,主胜
1655,(3)0-3,(3)0-3,(2)3-5,(5)0-5,(4)5-1,(1)0-1,客胜
1656,(2)2-4,(4)0-4,(2)4-2,(1)0-1,(1)0-1,(1)0-1,主胜
1657,(8)13-5,(0)5-5,(3)5-2,(3)4-1,(2)2-4,(0)1-1,客胜
1658,(1)3-4,(3)5-2,(4)2-6,(0)5-5,(4)3-7,(5)2-7,主胜
1659,(1)0-1,(4)0-4,(0)4-4,(2)1-3,(0)2-2,(1)2-1,平局
1660,(1)0-1,(0)1-1,(3)2-5,(1)0-1,(0)1-1,(0)1-1,平局
1661,(0)1-1,(0)1-1,(1)0-1,(1)2-1,(1)2-1,(0)1-1,客胜
1662,(1)2-1,(1)3-4,(2)3-1,(1)3-2,(2)3-1,(4)0-4,主胜
1663,(1)7-6,(9)11-2,(10)11-1,(1)0-1,(1)0-1,(0)0-0,主胜
1664,(10)3-13,(1)7-6,(0)3-3,(1)1-2,(8)1-9,(1)5-4,平局
1665,(0)1-1,(0)1-1,(1)3-2,(6)7-1,(1)2-1,(2)3-1,平局
1666,(1)2-1,(3)2-5,(1)4-3,(2)3-1,(4)0-4,(4)0-4,客胜
1667,(1)3-2,(3)1-4,(2)3-1,(1)1-2,(1)2-1,(1)2-3,主胜
1668,(1)1-2,(1)0-1,(8)0-8,(6)2-8,(10)0-10,(7)0-7,主胜
1669,(2)5-3,(2)3-5,(6)8-2,(5)1-6,(0)1-1,(1)0-1,客胜
1670,(0)7-7,(8)11-3,(7)11-4,(2)1-3,(2)4-6,(2)4-6,平局
1671,(2)0-2,(1)2-3,(3)4-1,(2)0-2,(0)1-1,(1)2-1,客胜
1672,(0)1-1,(2)0-2,(3)5-2,(6)1-7,(0)1-1,(1)2-3,客胜
1673,(2)1-3,(2)3-1,(1)3-4,(5)0-5,(0)0-0,(3)0-3,主胜
1674,(1)4-3,(6)7-1,(2)3-1,(8)1-9,(5)1-6,(5)6-1,主胜
1675,(1)1-2,(1)0-1,(8)0-8,(6)2-8,(10)0-10,(7)0-7,主胜
1676,(5)0-5,(3)0-3,(1)1-2,(0)1-1,(0)1-1,(2)3-1,主胜
1677,(3)0-3,(3)6-3,(5)6-1,(2)1-3,(2)3-1,(3)4-1,客胜
1678,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1679,(5)2-7,(8)9-1,(1)0-1,(1)0-1,(1)0-1,(1)0-1,主胜
1680,(2)5-3,(2)5-3,(6)1-7,(5)1-6,(3)3-6,(5)2-7,客胜
1681,(10)3-13,(4)10-6,(4)5-1,(1)1-2,(1)1-2,(1)1-2,平局
1682,(1)2-1,(0)1-1,(0)1-1,(1)2-3,(1)3-2,(1)2-1,平局
1683,(0)2-2,(3)2-5,(9)14-5,(6)3-9,(10)2-12,(7)2-9,主胜
1684,(0)1-1,(0)2-2,(3)4-1,(2)0-2,(1)2-3,(3)1-4,平局
1685,(5)1-6,(4)1-5,(3)5-2,(0)0-0,(1)0-1,(1)0-1,平局
1686,(4)5-1,(0)1-1,(1)1-2,(0)1-1,(0)1-1,(1)2-1,客胜
1687,(0)1-1,(1)2-1,(2)3-5,(1)0-1,(0)1-1,(0)1-1,平局
1688,(2)0-2,(1)1-2,(0)1-1,(1)2-3,(0)2-2,(1)3-2,主胜
1689,(0)1-1,(2)2-4,(1)4-3,(6)1-7,(0)1-1,(1)0-1,客胜
1690,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1691,(3)7-4,(9)11-2,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
1692,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
1693,(0)1-1,(2)0-2,(2)0-2,(1)0-1,(1)0-1,(1)0-1,主胜
1694,(3)1-4,(8)1-9,(6)2-8,(3)0-3,(1)1-2,(2)1-3,客胜
1695,(4)5-9,(2)7-9,(1)3-4,(2)5-7,(10)11-1,(1)0-1,客胜
1696,(1)0-1,(0)1-1,(1)1-2,(1)0-1,(0)1-1,(1)2-1,平局
1697,(0)1-1,(0)1-1,(0)1-1,(1)1-2,(1)2-1,(0)2-2,平局
1698,(2)1-3,(4)0-4,(3)4-1,(6)0-6,(4)2-6,(1)1-2,平局
1699,(2)1-3,(4)0-4,(3)4-1,(6)0-6,(4)2-6,(1)1-2,平局
1700,(6)7-1,(9)10-1,(9)10-1,(1)4-3,(4)7-3,(0)3-3,客胜
1701,(3)1-4,(1)0-1,(0)0-0,(2)0-2,(0)1-1,(1)0-1,客胜
1702,(3)1-4,(1)0-1,(0)0-0,(2)0-2,(0)1-1,(1)0-1,客胜
1703,(2)0-2,(4)6-2,(0)4-4,(5)0-5,(5)0-5,(1)0-1,主胜
1704,(0)0-0,(3)0-3,(2)3-5,(6)0-6,(4)5-1,(5)0-5,平局
1705,(3)1-4,(1)5-4,(3)4-1,(3)0-3,(1)2-1,(0)1-1,客胜
1706,(1)2-1,(0)1-1,(1)0-1,(1)2-3,(1)3-2,(4)5-1,平局
1707,(3)1-4,(1)0-1,(3)4-1,(3)0-3,(1)1-2,(0)1-1,客胜
1708,(1)0-1,(7)0-7,(1)7-6,(2)2-4,(2)4-2,(0)2-2,主胜
1709,(7)0-7,(2)7-5,(10)1-11,(12)0-12,(12)0-12,(11)12-1,主胜
1710,(10)3-13,(7)10-3,(1)2-1,(1)1-2,(4)1-5,(1)2-3,平局
1711,(1)0-1,(0)1-1,(3)2-5,(1)0-1,(0)1-1,(0)1-1,平局
1712,(3)1-4,(1)0-1,(0)1-1,(2)0-2,(2)0-2,(1)2-1,客胜
1713,(2)4-2,(16)18-2,(18)0-18,(2)1-3,(2)4-2,(1)2-1,平局
1714,(0)7-7,(0)7-7,(6)7-1,(2)1-3,(4)0-4,(0)0-0,平局
1715,(2)2-4,(2)4-2,(1)7-6,(6)3-9,(0)3-3,(0)6-6,客胜
1716,(1)3-2,(4)3-7,(0)7-7,(2)3-5,(3)1-4,(3)1-4,主胜
1717,(0)1-1,(1)2-1,(1)1-2,(2)0-2,(0)1-1,(1)2-1,平局
1718,(0)1-1,(0)1-1,(1)3-2,(6)7-1,(1)2-1,(2)3-1,平局
1719,(8)9-1,(0)1-1,(10)11-1,(0)3-3,(0)3-3,(6)0-6,平局
1720,(2)0-2,(0)2-2,(0)2-2,(5)0-5,(1)2-3,(0)2-2,客胜
1721,(0)5-5,(0)5-5,(7)5-12,(10)0-10,(7)10-3,(11)1-12,主胜
1722,(0)1-1,(2)2-4,(2)2-4,(6)1-7,(0)1-1,(1)2-1,客胜
1723,(4)0-4,(1)4-3,(7)0-7,(1)0-1,(1)0-1,(1)0-1,平局
1724,(4)0-4,(6)0-6,(4)6-2,(1)0-1,(1)0-1,(0)0-0,主胜
1725,(1)1-2,(1)2-1,(2)0-2,(1)0-1,(1)0-1,(0)0-0,主胜
1726,(4)2-6,(8)2-10,(4)4-8,(1)0-1,(1)0-1,(3)1-4,主胜
1727,(0)4-4,(6)10-4,(8)10-2,(0)0-0,(0)0-0,(1)0-1,主胜
1728,(5)1-6,(5)6-1,(0)1-1,(2)0-2,(2)0-2,(3)5-2,主胜
1729,(0)2-2,(4)2-6,(2)5-3,(1)0-1,(0)1-1,(1)0-1,主胜
